"Name","API Name","Instance Memory","vCPUs","Physical Processor","Clock Speed(GHz)","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"G5 Graphics and Machine Learning GPU Eight Extra Large","g5.8xlarge","128.0 GiB","32 vCPUs","AMD EPYC 7R32","2.8 GHz","900 GB                 NVMe SSD","25 Gigabit","$3.1075 hourly","$1.9577 hourly","$0.5031 hourly","$4.5794 hourly","$3.4297 hourly"
"M5 General Purpose 12xlarge","m5d.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","$3.1440 hourly","$1.9810 hourly","$0.8199 hourly","$5.3520 hourly","$4.1890 hourly"
"I3EN 6xlarge","i3en.6xlarge","192.0 GiB","24 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","15000 GB                 (2 * 7500 GB NVMe SSD)","25 Gigabit","$3.1560 hourly","$2.1580 hourly","$0.3156 hourly","$4.2600 hourly","$3.2620 hourly"
"I4I Eight Extra Large","i4i.8xlarge","256.0 GiB","32 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","7500 GB                 (2 * 3750 GB NVMe SSD)","18.75 Gigabit","$3.1860 hourly","$2.0790 hourly","$1.6042 hourly","$4.6580 hourly","$3.5510 hourly"
"R5A 12xlarge","r5a.12xlarge","384.0 GiB","48 vCPUs","AMD EPYC 7571","2.5 GHz","EBS only","10 Gigabit","$3.1920 hourly","$2.0110 hourly","$0.5722 hourly","$5.4000 hourly","$4.2190 hourly"
"M6A 16xlarge","m6a.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","25 Gigabit","$3.1968 hourly","$2.1115 hourly","$0.6915 hourly","$6.1408 hourly","$5.0555 hourly"
"M5A 16xlarge","m5a.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7571","2.5 GHz","EBS only","12 Gigabit","$3.2000 hourly","$2.0160 hourly","$0.5894 hourly","$6.1440 hourly","$4.9600 hourly"
"C6IN 12xlarge","c6in.12xlarge","96.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","75 Gigabit","$3.2256 hourly","$2.0321 hourly","$0.6536 hourly","$5.4336 hourly","$4.2401 hourly"
"C6I 16xlarge","c6i.16xlarge","128.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","25 Gigabit","$3.2320 hourly","$2.1336 hourly","$0.7306 hourly","$6.1760 hourly","$5.0776 hourly"
"R6GD 12xlarge","r6gd.12xlarge","384.0 GiB","48 vCPUs","AWS Graviton2 Processor","2.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","20 Gigabit","$3.2448 hourly","$2.0442 hourly","$0.6507 hourly","unavailable","unavailable"
"C6GN 16xlarge","c6gn.16xlarge","128.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","100 Gigabit","$3.2800 hourly","$2.0664 hourly","$0.6560 hourly","unavailable","unavailable"
"M6GD 16xlarge","m6gd.16xlarge","256.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$3.3536 hourly","$2.1128 hourly","$0.6707 hourly","unavailable","unavailable"
"M6GD Metal","m6gd.metal","256.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$3.3536 hourly","$2.1128 hourly","$0.6886 hourly","unavailable","unavailable"
"IM4GN Eight Extra Large","im4gn.8xlarge","128.0 GiB","32 vCPUs","AWS Graviton2 Processor","2.5 GHz","15000 GB                 (2 * 7500 GB NVMe SSD)","50 Gigabit","$3.3767 hourly","$2.1779 hourly","$0.3487 hourly","unavailable","unavailable"
"C7I 16xlarge","c7i.16xlarge","128.0 GiB","64 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","25 Gigabit","$3.3936 hourly","$2.2403 hourly","$0.6804 hourly","$6.3376 hourly","$5.1843 hourly"
"R5 12xlarge","r5.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","12 Gigabit","$3.5520 hourly","$2.2380 hourly","$0.5210 hourly","$5.7600 hourly","$4.4460 hourly"
"R6I 12xlarge","r6i.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","18.75 Gigabit","$3.5520 hourly","$2.3549 hourly","$0.7554 hourly","$5.7600 hourly","$4.5629 hourly"
"M6I 16xlarge","m6i.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","25 Gigabit","$3.5520 hourly","$2.3461 hourly","$0.7238 hourly","$6.4960 hourly","$5.2901 hourly"
"M5 General Purpose 16xlarge","m5.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","20 Gigabit","$3.5520 hourly","$2.2380 hourly","$0.8738 hourly","$6.4960 hourly","$5.1820 hourly"
"P3 High Performance GPU Double Extra Large","p3.2xlarge","61.0 GiB","8 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","EBS only","Up to 10 Gigabit","$3.5890 hourly","$2.4490 hourly","$0.7823 hourly","$3.9570 hourly","$2.8170 hourly"
"C5 High-CPU 18xlarge","c5.18xlarge","144.0 GiB","72 vCPUs","Intel Xeon Platinum 8124M","3.4 GHz","EBS only","25 Gigabit","$3.6360 hourly","$2.2910 hourly","$0.6860 hourly","$6.9480 hourly","$5.6030 hourly"
"R5AD 12xlarge","r5ad.12xlarge","384.0 GiB","48 vCPUs","AMD EPYC 7571","2.5 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","10 Gigabit","$3.6960 hourly","$2.3280 hourly","$0.3696 hourly","$5.9040 hourly","$4.5360 hourly"
"M4 General Purpose 16xlarge","m4.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.4 GHz","EBS only","25 Gigabit","$3.7120 hourly","$2.5200 hourly","$0.3712 hourly","$6.6560 hourly","$5.4640 hourly"
"M7I 16xlarge","m7i.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","25 Gigabit","$3.7296 hourly","$2.4634 hourly","$0.7459 hourly","$6.6736 hourly","$5.4074 hourly"
"R6G Metal","r6g.metal","512.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","25 Gigabit","$3.7888 hourly","$2.3869 hourly","$0.7972 hourly","unavailable","unavailable"
"R6G 16xlarge","r6g.16xlarge","512.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","25 Gigabit","$3.7888 hourly","$2.3869 hourly","$0.7622 hourly","unavailable","unavailable"
"F1 Quadruple Extra Large","f1.4xlarge","244.0 GiB","16 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","940 GB                 NVMe SSD","Up to 10 Gigabit","$3.8120 hourly","$2.5760 hourly","$0.3834 hourly","unavailable","unavailable"
"M5AD 16xlarge","m5ad.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7571","2.5 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","12 Gigabit","$3.8400 hourly","$2.4190 hourly","$0.8512 hourly","$6.7840 hourly","$5.3630 hourly"
"C6ID 16xlarge","c6id.16xlarge","128.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$3.8640 hourly","$2.4343 hourly","$0.8055 hourly","$6.8080 hourly","$5.3783 hourly"
"R7G Metal","r7g.metal","512.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","EBS only","30 Gigabit","$4.0256 hourly","$2.6689 hourly","$0.8148 hourly","unavailable","unavailable"
"R7G 16xlarge","r7g.16xlarge","512.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","EBS only","30 Gigabit","$4.0256 hourly","$2.6689 hourly","$0.8072 hourly","unavailable","unavailable"
"R5D 12xlarge","r5d.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","$4.0560 hourly","$2.5550 hourly","$0.8090 hourly","$6.2640 hourly","$4.7630 hourly"
"G4AD 16xlarge","g4ad.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7R32","2.8 GHz","2400 GB                 (2 * 1200 GB NVMe SSD)","25 Gigabit","$4.0560 hourly","$2.7680 hourly","$0.4132 hourly","$7.0000 hourly","$5.7120 hourly"
"C5 High-CPU 18xlarge","c5d.18xlarge","144.0 GiB","72 vCPUs","Intel Xeon Platinum 8124M","3.4 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","25 Gigabit","$4.1400 hourly","$2.6080 hourly","$0.9737 hourly","$7.4520 hourly","$5.9200 hourly"
"M5 General Purpose 16xlarge","m5d.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","20 Gigabit","$4.1920 hourly","$2.6410 hourly","$0.7904 hourly","$7.1360 hourly","$5.5850 hourly"
"R5N 12xlarge","r5n.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","EBS only","50 Gigabit","$4.2000 hourly","$2.6590 hourly","$0.7190 hourly","$6.4080 hourly","$4.8670 hourly"
"R5B 12xlarge","r5b.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","12 Gigabit","$4.2000 hourly","$2.6588 hourly","$0.5964 hourly","$6.4080 hourly","$4.8668 hourly"
"X2IEDN Quadruple Extra Large","x2iedn.4xlarge","512.0 GiB","16 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","475 GB                 NVMe SSD","Up to 25 Gigabit","$4.2015 hourly","$2.5852 hourly","$0.4202 hourly","$4.9375 hourly","$3.3212 hourly"
"R5A 16xlarge","r5a.16xlarge","512.0 GiB","64 vCPUs","AMD EPYC 7571","2.5 GHz","EBS only","12 Gigabit","$4.2560 hourly","$2.6810 hourly","$0.6697 hourly","$7.2000 hourly","$5.6250 hourly"
"R6ID 12xlarge","r6id.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","18.75 Gigabit","$4.2588 hourly","$2.6830 hourly","$0.8518 hourly","$6.4668 hourly","$4.8910 hourly"
"C6IN 16xlarge","c6in.16xlarge","128.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","100 Gigabit","$4.3008 hourly","$2.7095 hourly","$0.8702 hourly","$7.2448 hourly","$5.6535 hourly"
"R6GD 16xlarge","r6gd.16xlarge","512.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$4.3264 hourly","$2.7256 hourly","$0.8653 hourly","unavailable","unavailable"
"R6GD Metal","r6gd.metal","512.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$4.3264 hourly","$2.7256 hourly","$0.8653 hourly","unavailable","unavailable"
"C6A 24xlarge","c6a.24xlarge","192.0 GiB","96 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","37.5 Gigabit","$4.3632 hourly","$2.8804 hourly","$0.8796 hourly","$8.7792 hourly","$7.2964 hourly"
"C5A 24xlarge","c5a.24xlarge","192.0 GiB","96 vCPUs","AMD EPYC 7R32","3.3 GHz","EBS only","20 Gigabit","$4.3680 hourly","$2.7520 hourly","$0.5593 hourly","$8.7840 hourly","$7.1680 hourly"
"G4DN 12xlarge","g4dn.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon Family","2.5 GHz","900 GB                 NVMe SSD","50 Gigabit","$4.5770 hourly","$3.1240 hourly","$0.8021 hourly","$6.7850 hourly","$5.3320 hourly"
"C5N 18xlarge","c5n.18xlarge","192.0 GiB","72 vCPUs","Intel Xeon Platinum 8124M","3 GHz","EBS only","100 Gigabit","$4.6080 hourly","$2.9030 hourly","$0.5024 hourly","$7.9200 hourly","$6.2150 hourly"
"C5N Metal","c5n.metal","192.0 GiB","72 vCPUs","Intel Xeon Platinum 8124M","3 GHz","EBS only","100 Gigabit","$4.6080 hourly","$2.9030 hourly","$0.6892 hourly","$7.9200 hourly","$6.2150 hourly"
"R6I 16xlarge","r6i.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","25 Gigabit","$4.7360 hourly","$3.1399 hourly","$0.9499 hourly","$7.6800 hourly","$6.0839 hourly"
"R5 16xlarge","r5.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","20 Gigabit","$4.7360 hourly","$2.9840 hourly","$0.7591 hourly","$7.6800 hourly","$5.9280 hourly"
"I4I 12xlarge","i4i.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","11250 GB                 (3 * 3750 GB NVMe SSD)","28.12 Gigabit","$4.7780 hourly","$3.1180 hourly","$0.5092 hourly","$6.9860 hourly","$5.3260 hourly"
"M6A 24xlarge","m6a.24xlarge","384.0 GiB","96 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","37.5 Gigabit","$4.7952 hourly","$3.1673 hourly","$0.9667 hourly","$9.2112 hourly","$7.5833 hourly"
"M5A 24xlarge","m5a.24xlarge","384.0 GiB","96 vCPUs","AMD EPYC 7571","2.5 GHz","EBS only","20 Gigabit","$4.8000 hourly","$3.0240 hourly","$0.6939 hourly","$9.2160 hourly","$7.4400 hourly"
"C5 High-CPU Metal","c5.metal","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275L","3.4 GHz","EBS only","25 Gigabit","$4.8480 hourly","$3.0540 hourly","$0.6949 hourly","$9.2640 hourly","$7.4700 hourly"
"C5 High-CPU 24xlarge","c5.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275L","3.4 GHz","EBS only","25 Gigabit","$4.8480 hourly","$3.0540 hourly","$0.7412 hourly","$9.2640 hourly","$7.4700 hourly"
"C6I 24xlarge","c6i.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","37.5 Gigabit","$4.8480 hourly","$3.2004 hourly","$0.9924 hourly","$9.2640 hourly","$7.6164 hourly"
"R5AD 16xlarge","r5ad.16xlarge","512.0 GiB","64 vCPUs","AMD EPYC 7571","2.5 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","12 Gigabit","$4.9280 hourly","$3.1050 hourly","$0.7001 hourly","$7.8720 hourly","$6.0490 hourly"
"R4 High-Memory 16xlarge","r4.16xlarge","488.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","EBS only","25 Gigabit","$4.9920 hourly","$3.1584 hourly","$0.4992 hourly","$7.9360 hourly","$6.1024 hourly"
"C7I Metal-24xl","c7i.metal-24xl","192.0 GiB","96 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","37.5 Gigabit","$5.0904 hourly","$3.3604 hourly","$1.0220 hourly","$9.5064 hourly","$7.7764 hourly"
"C7I 24xlarge","c7i.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","37.5 Gigabit","$5.0904 hourly","$3.3604 hourly","$1.0181 hourly","$9.5064 hourly","$7.7764 hourly"
"G4DN 16xlarge","g4dn.16xlarge","256.0 GiB","64 vCPUs","Intel Xeon Family","2.5 GHz","900 GB                 NVMe SSD","50 Gigabit","$5.0920 hourly","$3.4750 hourly","$0.5120 hourly","$8.0360 hourly","$6.4190 hourly"
"D3 Eight Extra Large","d3.8xlarge","256.0 GiB","32 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","47520 GB                 (24 * 1980 GB NVMe HDD)","25 Gigabit","$5.1182 hourly","$3.2245 hourly","$0.5288 hourly","$6.5902 hourly","$4.6965 hourly"
"G5 Graphics and Machine Learning GPU 16xlarge","g5.16xlarge","256.0 GiB","64 vCPUs","AMD EPYC 7R32","2.8 GHz","1900 GB                 NVMe SSD","25 Gigabit","$5.1994 hourly","$3.2756 hourly","$0.5199 hourly","$8.1434 hourly","$6.2196 hourly"
"Z1D Metal","z1d.metal","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8151","4 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","25 Gigabit","$5.2730 hourly","$3.3220 hourly","$0.7999 hourly","$7.4810 hourly","$5.5300 hourly"
"Z1D 12xlarge","z1d.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8151","4 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","25 Gigabit","$5.2730 hourly","$3.3220 hourly","$0.5416 hourly","$7.4810 hourly","$5.5300 hourly"
"M5 General Purpose 24xlarge","m5.24xlarge","384.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","25 Gigabit","$5.3280 hourly","$3.3570 hourly","$0.9128 hourly","$9.7440 hourly","$7.7730 hourly"
"M6I 24xlarge","m6i.24xlarge","384.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","37.5 Gigabit","$5.3280 hourly","$3.5192 hourly","$1.1239 hourly","$9.7440 hourly","$7.9352 hourly"
"M5 General Purpose Metal","m5.metal","384.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","25 Gigabit","$5.3280 hourly","$3.3570 hourly","$0.7949 hourly","$9.7440 hourly","$7.7730 hourly"
"IS4GEN Eight Extra Large","is4gen.8xlarge","192.0 GiB","32 vCPUs","AWS Graviton2 Processor","2.5 GHz","30000 GB                 (4 * 7500 GB NVMe SSD)","50 Gigabit","$5.3652 hourly","$3.6628 hourly","$0.5365 hourly","unavailable","unavailable"
"R5D 16xlarge","r5d.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","2400 GB                 (4 * 600 GB NVMe SSD)","20 Gigabit","$5.4080 hourly","$3.4070 hourly","$1.3323 hourly","$8.3520 hourly","$6.3510 hourly"
"C5 High-CPU 24xlarge","c5d.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275L","3.4 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$5.5200 hourly","$3.4780 hourly","$0.5899 hourly","$9.9360 hourly","$7.8940 hourly"
"C5 High-CPU Metal","c5d.metal","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275L","3.4 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$5.5200 hourly","$3.4780 hourly","$0.7734 hourly","$9.9360 hourly","$7.8940 hourly"
"INF1 24xlarge","inf1.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon Platinum 8275CL (Cascade Lake)","unknown","EBS only","100 Gigabit","$5.5300 hourly","$3.4840 hourly","$0.5530 hourly","unavailable","unavailable"
"M7I Metal-24xl","m7i.metal-24xl","384.0 GiB","96 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","37.5 Gigabit","$5.5944 hourly","$3.6951 hourly","$1.1189 hourly","$10.0104 hourly","$8.1111 hourly"
"M7I 24xlarge","m7i.24xlarge","384.0 GiB","96 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","37.5 Gigabit","$5.5944 hourly","$3.6951 hourly","$1.1189 hourly","$10.0104 hourly","$8.1111 hourly"
"R5B 16xlarge","r5b.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","20 Gigabit","$5.6000 hourly","$3.5451 hourly","$1.7089 hourly","$8.5440 hourly","$6.4891 hourly"
"R5N 16xlarge","r5n.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","EBS only","75 Gigabit","$5.6000 hourly","$3.5450 hourly","$0.7738 hourly","$8.5440 hourly","$6.4890 hourly"
"R6ID 16xlarge","r6id.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","25 Gigabit","$5.6784 hourly","$3.5774 hourly","$1.1357 hourly","$8.6224 hourly","$6.5214 hourly"
"G3 Graphics GPU 16xlarge","g3.16xlarge","488.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","EBS only","25 Gigabit","$5.7160 hourly","$4.0404 hourly","$1.4227 hourly","$8.6600 hourly","$6.9844 hourly"
"M5AD 24xlarge","m5ad.24xlarge","384.0 GiB","96 vCPUs","AMD EPYC 7571","2.5 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","20 Gigabit","$5.7600 hourly","$3.6290 hourly","$0.5760 hourly","$10.1760 hourly","$8.0450 hourly"
"I3 High I/O 16xlarge","i3.16xlarge","488.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15200 GB                 (8 * 1900 GB NVMe SSD)","25 Gigabit","$5.7920 hourly","$3.9650 hourly","$0.7227 hourly","$8.7360 hourly","$6.9090 hourly"
"I3 High I/O Metal","i3.metal","512.0 GiB","72 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15200 GB                 (8 * 1900 GB NVMe SSD)","25 Gigabit","$5.7920 hourly","$3.9650 hourly","$0.5792 hourly","$8.7360 hourly","$6.9090 hourly"
"C6ID 24xlarge","c6id.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","5700 GB                 (4 * 1425 GB NVMe SSD)","37.5 Gigabit","$5.7960 hourly","$3.6515 hourly","$1.1732 hourly","$10.2120 hourly","$8.0675 hourly"
"C6A 32xlarge","c6a.32xlarge","256.0 GiB","128 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","50 Gigabit","$5.8176 hourly","$3.8405 hourly","$1.5315 hourly","$11.7056 hourly","$9.7285 hourly"
"D2 Eight Extra Large","d2.8xlarge","244.0 GiB","36 vCPUs","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","49152 GB                 (24 * 2048 GB HDD)","10 Gigabit","$6.1740 hourly","$3.7530 hourly","$1.2584 hourly","$7.8300 hourly","$5.4090 hourly"
"M5 General Purpose 24xlarge","m5d.24xlarge","384.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$6.2880 hourly","$3.9610 hourly","$1.2012 hourly","$10.7040 hourly","$8.3770 hourly"
"M5 General Purpose Metal","m5d.metal","384.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$6.2880 hourly","$3.9610 hourly","$0.7410 hourly","$10.7040 hourly","$8.3770 hourly"
"I3EN 12xlarge","i3en.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","30000 GB                 (4 * 7500 GB NVMe SSD)","50 Gigabit","$6.3120 hourly","$4.3150 hourly","$0.6332 hourly","$8.5200 hourly","$6.5230 hourly"
"I4I 16xlarge","i4i.16xlarge","512.0 GiB","64 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","15000 GB                 (4 * 3750 GB NVMe SSD)","37.5 Gigabit","$6.3710 hourly","$4.1580 hourly","$0.6912 hourly","$9.3150 hourly","$7.1020 hourly"
"R5A 24xlarge","r5a.24xlarge","768.0 GiB","96 vCPUs","AMD EPYC 7571","2.5 GHz","EBS only","20 Gigabit","$6.3840 hourly","$4.0220 hourly","$0.6889 hourly","$10.8000 hourly","$8.4380 hourly"
"M6A 32xlarge","m6a.32xlarge","512.0 GiB","128 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","50 Gigabit","$6.3936 hourly","$4.2230 hourly","$1.5468 hourly","$12.2816 hourly","$10.1110 hourly"
"C6IN 24xlarge","c6in.24xlarge","192.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","150 Gigabit","$6.4512 hourly","$4.0643 hourly","$1.2902 hourly","$10.8672 hourly","$8.4803 hourly"
"C6I 32xlarge","c6i.32xlarge","256.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","50 Gigabit","$6.4640 hourly","$4.2672 hourly","$1.5814 hourly","$12.3520 hourly","$10.1552 hourly"
"C6I Metal","c6i.metal","256.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","50 Gigabit","$6.4640 hourly","$4.2672 hourly","$2.0688 hourly","$12.3520 hourly","$10.1552 hourly"
"IM4GN 16xlarge","im4gn.16xlarge","256.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","30000 GB                 (4 * 7500 GB NVMe SSD)","100 Gigabit","$6.7535 hourly","$4.3557 hourly","$0.6753 hourly","unavailable","unavailable"
"R5 Metal","r5.metal","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","25 Gigabit","$7.1040 hourly","$4.4760 hourly","$0.8132 hourly","$11.5200 hourly","$8.8920 hourly"
"R5 24xlarge","r5.24xlarge","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","EBS only","25 Gigabit","$7.1040 hourly","$4.4760 hourly","$0.8896 hourly","$11.5200 hourly","$8.8920 hourly"
"R6I 24xlarge","r6i.24xlarge","768.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","37.5 Gigabit","$7.1040 hourly","$4.7099 hourly","$1.4208 hourly","$11.5200 hourly","$9.1259 hourly"
"M6I 32xlarge","m6i.32xlarge","512.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","50 Gigabit","$7.1040 hourly","$4.6922 hourly","$1.4208 hourly","$12.9920 hourly","$10.5802 hourly"
"M6I Metal","m6i.metal","512.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","50 Gigabit","$7.1040 hourly","$4.6922 hourly","$1.4793 hourly","$12.9920 hourly","$10.5802 hourly"
"G5 Graphics and Machine Learning GPU 12xlarge","g5.12xlarge","192.0 GiB","48 vCPUs","AMD EPYC 7R32","2.8 GHz","3800 GB                 NVMe SSD","40 Gigabit","$7.1999 hourly","$4.5360 hourly","$2.2734 hourly","$9.4079 hourly","$6.7440 hourly"
"R5AD 24xlarge","r5ad.24xlarge","768.0 GiB","96 vCPUs","AMD EPYC 7571","2.5 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","20 Gigabit","$7.3920 hourly","$4.6570 hourly","$0.7392 hourly","$11.8080 hourly","$9.0730 hourly"
"C6ID 32xlarge","c6id.32xlarge","256.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","7600 GB                 (4 * 1900 GB NVMe SSD)","50 Gigabit","$7.7280 hourly","$4.8686 hourly","$1.5590 hourly","$13.6160 hourly","$10.7566 hourly"
